"","subjNum","rxnTime","responses","timedOut","noMemory","Scene.File","Category","CatNum","ImNum","Face.File","Condition","Version","Subject.Repetition"
"247","048",41846.5,"bright blue sky with white clouds river goes for miles surrounded by trees",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_5.jpg","Competitive",6,4
"347","048",47030.3000000119,"yellow flowers on side of small creek, surrounded by vegetation",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_6.jpg","Competitive",6,4
"547","048",24022.700000003,"very green scene, no plants in the water, surrounded by grass and trees",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_8.jpg","Competitive",6,4
"447","048",29807,"afew rocks on right and left side, small bank and trees in background",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_9.jpg","Competitive",6,4
"647","048",37638.700000003,"seemingly dead trees in the background water was brown green and shallow",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_13.jpg","Competitive",6,4
"248","049",59813.900000006,"a lake or some sort of water with trees in the background. there was a tree with no leaves in the center",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_3.jpg","Baseline",1,5
"548","049",33534.700000003,"a soccer stadium with an open roof. The fans are wearing white and red shirts",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_5.jpg","Baseline",1,5
"648","049",54126.8999999911,"a spa looking pool. clear blue water with a white background with five white pillars  ",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_6.jpg","Baseline",1,5
"448","049",62566.8999999911,"a city street view. Four yellow lights, 2 red. Scaffold in the background. three buildings in sight. 2 left 1 right",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_8.jpg","Baseline",1,5
"148","049",78262.799999997,"a library that is color coded white and tan. tables in front and book shelves behind them. one pillar towards the left center. ",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_9.jpg","Baseline",1,5
"348","049",70743,"a ice skating place with a blue wall on the left. USA banner hanging in front of blue wall. lady wearing red jacket setting up cones on the right",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_13.jpg","Baseline",1,5
"349","050",48382.700000003,"a pool with a natural lights coming in. There are white chairs surrounding the pool along with two larger, circular blue chairs at the back of the room with cushions on them.",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_3.jpg","Competitive",1,5
"549","050",36438.5,"a pool in a square shaped rooms. There are stripes on the bottom of the pool and the room is rather dark.",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_5.jpg","Competitive",1,5
"249","050",35526.8000000119,"a pool that has an ambiance of baby blue and pink. There are pink lines on the ceiling near the back of the picture and the pool is a light blue",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_6.jpg","Competitive",1,5
"149","050",33487,"a pool which has water that is a dark blue color. There are ball shaped lights hanging from the ceiling and the room or house is made of wood.",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_8.jpg","Competitive",1,5
"649","050",38670.700000003,"a pool that has concrete poles surrounding it. There are measurements for how the deep the pool is on the poles. Some say 8 feet while others say 7 feet",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_9.jpg","Competitive",1,5
"449","050",35535.1000000089,"a pool that is in a room with a lot of windows. There are fancy lights on the walls but they aren't on. There is something on the wall that has rules for the pool. The room is tan colored",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_13.jpg","Competitive",1,5
"450","051",57910.5,"An ice skating rink that's not too busy with people wearing winter clothes ",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_3.jpg","Baseline",2,5
"250","051",44694.299999997,"A city with a taxi driving on the road. It looks rainy/gloomy in city. ",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_5.jpg","Baseline",2,5
"550","051",33470.700000003,"A soccer arena. One soccer team wearing white and the other wearing blue. ",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_6.jpg","Baseline",2,5
"350","051",36646.700000003,"A library that was colorful and full of books. Not dull looking. ",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_8.jpg","Baseline",2,5
"150","051",32991,"An indoor pool with a large fancy window and lines of chairs on either side of pool.",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_9.jpg","Baseline",2,5
"650","051",28318.8000000119,"An outdoor area with tall grass, green trees, and a blue sky. ",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_13.jpg","Baseline",2,5
"151","052",93156.900000006,"a library with very a very dark ambiance as well as dark colors and wood. There was a mosaic painted on the back wall and there were lights lit up. The library was 2 stories and contained a singular latter in the back. There were a lot of green and blue colors.",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_3.jpg","Competitive",2,5
"351","052",90614.200000003,"a very white pristine library that is two stories only in the back. The tables and book shalves were made of birch wood. There was a table at the front right next to where the camera was taking the picture and the bookshelf on the bottom floor was very long.",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_5.jpg","Competitive",2,5
"251","052",74502.400000006,"a library with very high ceilings. The vibe was white with skylights on the ceiling. On the top floor was all books wiht lots of ladders. On the bottom floor there was a table in the center with chairs around it and lots of bookshelves and a few face structures on stands.",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_6.jpg","Competitive",2,5
"551","052",66286.700000003,"A very modern and prestigious library. The wood was very sleek and contained darker colors. There was not much light coming into the room besides from the small windows on the second story.",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_8.jpg","Competitive",2,5
"451","052",73150.700000003,"a highschool library. There was only one story in this library and was mainly taking image of a study spot where there was a wooden table with metal legs. There were shelves with magazines all around it and to the back there was a bright EXIT sign that caught my attention. This was a very basic library.",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_9.jpg","Competitive",2,5
"651","052",46006.8000000119,"A very dark and giant library with many sparkling lights. The railing on the second floor was black and there were lots of ladders all over the library to reach high books. ",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_13.jpg","Competitive",2,5
"352","053",71510.5,"a grey city street with a red bus and few pedestrians as well as billboards for the lion kind and other broadway musicals",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_3.jpg","Baseline",3,5
"152","053",23606.200000003,"a green overgrown marshy swamp with a large lake in the middle",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_5.jpg","Baseline",3,5
"552","053",32494.799999997,"a county library, a table with a pipe running through it and wooden furniture, magazines on shelves",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_6.jpg","Baseline",3,5
"452","053",38198.900000006,"an ice skating rink with children, kids with ice skating helping devices and brightly colored jackets, a fast kid with hockey skates on",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_8.jpg","Baseline",3,5
"652","053",20998.700000003,"a fancy white mansion with a pool in the middle and blue and white furniture ",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_9.jpg","Baseline",3,5
"252","053",14694.799999997,"a soccer game, pink and black checkered flags, and fans of soccer",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_13.jpg","Baseline",3,5
"553","054",125101.799999952,"small enclosed ice skating rink that is outside with little kids skating wearing bright neon skates. The roof is rounded and there are strings of lights hanging from it. ",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_3.jpg","Competitive",3,5
"653","054",111158.200000048,"Big ice skating rink with blue and white accents on the wall and roof, the roof is rounded. There is an USA olympic banner in the background along with various flags. The ice skating rink is crowded and people are holding each others hand. ",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_5.jpg","Competitive",3,5
"153","054",91526.5,"ice skating rink with brown bleachers in the distance. There is a woman with a bright yellow sweater standing off to the right side. The walls are white and there is a kid to the left who's trying not to fall wearing pink gloves.",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_6.jpg","Competitive",3,5
"253","054",94870.2999999523,"Bright orange bleachers that are empty with bright blue walls over looking an ice skating rink. The floor and walls where the bleachers are is grey concrete. The ice skating rink is not crowded.",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_8.jpg","Competitive",3,5
"453","054",95742.8999998569,"An ice skating rink with white walls and ceilings. There are very few people skating. There are two men to the right skating, they are wearing jeans and black sweaters. There are small blue cones in the background and a few number of kids skating. It is very bright. ",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_9.jpg","Competitive",3,5
"353","054",113718.900000095,"big ice skating rink with an angular roof and dark grey accents. There is a child in the middle wearing a blue sweater. rectangular ceiling lights are hanging on top. ",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_13.jpg","Competitive",3,5
"654","055",105166.699999809,"a swampy pond, with lily pads floating in it and a large area with grass and tress behind it ",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_3.jpg","Baseline",4,5
"254","055",87022.4000000954,"a large city street, like New York, with a person walking in a large coat and all red lights",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_5.jpg","Baseline",4,5
"454","055",63742.8000001907,"an ice rink with lots of kids ice skating in a circle and the red bleacher seats looking down on the rink",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_6.jpg","Baseline",4,5
"154","055",75582.7999999523,"an inside pool with large arches above and large windows with nice spa like seats along the edge of the pool ",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_8.jpg","Baseline",4,5
"554","055",86814.9000000954,"a very large soccer field pointing up at the stands from the field with players in the far back   ",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_9.jpg","Baseline",4,5
"354","055",63438.6000001431,"a very nice, classic, and old library with a very nice painting on the celling with lamps and very high book shelves ",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_13.jpg","Baseline",4,5
"155","056",51942.7999999523,"a diagonal sidewalk in the city. It is pretty overcast and grey. ",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_3.jpg","Competitive",4,5
"555","056",65438.7999999523,"the city with vibrant green trees on the side of the road. The road heads straight and there is a filter over the image which creates a more nature centered image of the city. ",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_5.jpg","Competitive",4,5
"455","056",39414.5999999046,"the city including a red bus and a large sign for The Lion King show. ",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_6.jpg","Competitive",4,5
